age,job,marital,education,race,default,balance,housing,contact,duration,contactndays,gender ,signed up
37,blue-collar,single,secondary,,no,3876,no,unknown,8,-1,,0
44,services,single,secondary,,no,5,no,cellular,333,-1,,0
47,blue-collar,married,secondary,,no,4709,no,cellular,78,-1,,0
61,housemaid,married,primary,,no,2580,no,cellular,270,202,,1
51,entrepreneur,married,primary,,no,4711,no,unknown,253,-1,,0
60,housemaid,divorced,tertiary,,no,662,no,unknown,241,-1,,0
56,blue-collar,divorced,primary,,no,3021,no,unknown,419,-1,,0
32,technician,married,secondary,,no,473,no,cellular,292,-1,,1
43,management,married,tertiary,,no,354,no,cellular,169,-1,,0
30,unemployed,single,tertiary,,no,463,no,cellular,374,-1,,0
31,technician,married,secondary,,no,180,no,cellular,299,-1,,1
48,management,married,secondary,,no,11146,no,unknown,136,-1,,0
44,management,single,tertiary,,no,1090,no,cellular,204,532,,1
36,student,single,secondary,,no,624,no,cellular,518,8,,0
52,technician,married,secondary,,no,-33,no,cellular,257,-1,,0
29,admin.,divorced,secondary,,no,883,no,cellular,85,-1,,0
50,admin.,single,secondary,,no,1318,no,unknown,146,-1,,0
30,technician,single,secondary,,no,601,no,cellular,154,-1,,0
52,technician,married,secondary,,no,0,no,cellular,395,-1,,0
50,management,married,tertiary,,no,135,no,cellular,162,-1,,0
35,management,single,tertiary,,no,0,no,cellular,276,-1,,0
53,management,divorced,secondary,,no,1355,no,cellular,447,196,,0
45,admin.,single,secondary,,no,276,no,unknown,346,-1,,0
75,retired,married,secondary,,no,26452,no,telephone,219,-1,,0
31,technician,married,tertiary,,no,26,no,cellular,419,127,,1
50,admin.,married,primary,,no,-75,no,telephone,233,-1,,0
43,technician,divorced,secondary,,no,167,no,cellular,211,-1,,0
50,entrepreneur,married,secondary,,no,2731,no,cellular,111,-1,,0
32,technician,single,tertiary,,no,2340,no,cellular,94,97,,0
36,student,married,tertiary,,no,408,no,unknown,112,-1,,0
54,management,married,tertiary,,no,446,no,cellular,133,102,,0
37,self-employed,married,tertiary,,no,11387,no,cellular,153,225,,0
31,technician,single,secondary,,no,775,no,cellular,361,-1,,0
41,management,married,tertiary,,no,-456,no,cellular,427,144,,0
59,admin.,married,secondary,,no,817,no,cellular,304,-1,,0
59,management,single,tertiary,,no,7668,no,cellular,124,-1,,0
51,unemployed,married,secondary,,no,1416,no,cellular,345,-1,,1
64,management,married,tertiary,,no,3951,no,cellular,134,91,,1
34,technician,married,secondary,,no,508,no,cellular,795,-1,,0
40,management,married,tertiary,,no,270,no,unknown,362,-1,,0
32,technician,single,secondary,,no,145,no,cellular,135,-1,,0
58,services,divorced,secondary,,no,0,no,cellular,250,-1,,0
77,retired,divorced,secondary,,no,0,no,cellular,210,-1,,1
54,technician,married,secondary,,no,42,no,unknown,389,-1,,0
32,technician,married,tertiary,,no,3939,no,cellular,209,-1,,0
36,blue-collar,single,secondary,,no,50,no,telephone,38,-1,,0
25,retired,single,secondary,,no,366,no,cellular,102,364,,0
47,management,married,tertiary,,no,260,no,cellular,138,-1,,0
52,management,married,tertiary,,no,732,no,telephone,48,-1,,0
51,self-employed,married,tertiary,,no,146,no,cellular,132,-1,,0
55,retired,divorced,primary,,no,1420,no,unknown,655,-1,,0
30,admin.,married,secondary,,no,0,no,cellular,86,140,,0
54,self-employed,divorced,tertiary,,no,3952,no,unknown,28,-1,,0
54,management,married,tertiary,,no,1411,no,cellular,56,-1,,0
38,blue-collar,married,secondary,,no,1403,no,unknown,146,-1,,0
30,technician,single,secondary,,no,54,no,cellular,194,-1,,0
31,technician,single,secondary,,no,-2,no,cellular,131,-1,,0
53,admin.,married,secondary,,no,4493,no,cellular,286,168,,0
50,management,married,secondary,,no,0,no,cellular,97,-1,,0
30,technician,married,tertiary,,no,3418,no,cellular,211,-1,,0
32,management,married,tertiary,,no,1923,no,cellular,75,-1,,0
30,management,single,tertiary,,no,15,no,cellular,252,-1,,0
55,technician,divorced,secondary,,no,929,no,telephone,80,-1,,0
42,technician,married,secondary,,no,769,no,unknown,90,-1,,0
80,retired,married,secondary,,no,462,no,cellular,127,-1,,0
54,management,divorced,tertiary,,no,5399,no,cellular,80,-1,,0
53,entrepreneur,married,unknown,,no,28,no,cellular,117,-1,,0
49,self-employed,married,secondary,,no,0,no,cellular,175,-1,,0
58,blue-collar,married,primary,,no,73,no,unknown,116,-1,,0
26,unemployed,single,tertiary,,no,3511,no,cellular,439,-1,,1
50,management,married,tertiary,,no,453,no,unknown,608,-1,,0
33,self-employed,married,tertiary,,no,1278,no,cellular,649,-1,,1
37,management,married,tertiary,,no,257,no,unknown,11,-1,,0
36,entrepreneur,married,secondary,,no,-280,no,unknown,6,-1,,0
39,admin.,married,secondary,,no,1221,no,unknown,97,-1,,0
37,management,single,tertiary,,no,131,no,telephone,293,-1,,0
60,admin.,divorced,secondary,,no,0,no,telephone,357,-1,,0
38,technician,single,tertiary,,no,221,no,cellular,79,-1,,0
68,retired,married,secondary,,no,1146,no,cellular,212,187,,1
36,student,single,tertiary,,no,129,no,cellular,918,93,,1
42,blue-collar,married,secondary,,no,-21,no,unknown,377,-1,,0
32,unemployed,single,primary,,no,1429,no,cellular,150,-1,,0
54,admin.,married,secondary,,no,3729,no,cellular,597,116,,0
61,housemaid,married,primary,,no,211,no,cellular,443,186,,1
38,technician,single,secondary,,no,0,no,unknown,10,-1,,0
36,management,single,tertiary,,no,538,no,cellular,339,183,,1
56,admin.,single,secondary,,no,-13,no,unknown,52,-1,,0
39,blue-collar,married,primary,,no,710,no,cellular,14,-1,,0
37,technician,married,secondary,,no,1725,no,cellular,75,-1,,0
81,retired,married,primary,,no,5220,no,telephone,135,94,,1
30,blue-collar,single,secondary,,no,6900,no,cellular,816,-1,,0
56,technician,married,secondary,,no,332,no,telephone,207,-1,,0
35,services,single,secondary,,no,2110,no,cellular,39,-1,,0
36,entrepreneur,single,primary,,no,5,no,cellular,396,172,,0
27,technician,single,secondary,,no,0,no,cellular,161,-1,,0
41,self-employed,single,tertiary,,no,10346,no,cellular,352,182,,0
39,admin.,married,tertiary,,no,722,no,telephone,141,-1,,0
35,blue-collar,single,primary,,no,227,no,unknown,414,-1,,0
73,retired,married,primary,,no,1388,no,telephone,767,83,,1
30,blue-collar,married,secondary,,no,0,no,cellular,718,-1,,0
46,entrepreneur,married,secondary,,no,122,no,cellular,1047,1,,0
31,self-employed,single,secondary,,no,0,no,telephone,287,-1,,0
30,admin.,single,secondary,,no,40,no,cellular,382,-1,,0
34,blue-collar,single,secondary,,no,7541,no,cellular,541,-1,,0
57,retired,married,secondary,,no,256,no,cellular,198,-1,,0
35,technician,single,tertiary,,no,2277,no,cellular,55,-1,,0
54,self-employed,divorced,tertiary,,no,1323,no,cellular,83,152,,0
48,management,married,tertiary,,no,342,no,unknown,452,-1,,0
59,management,married,tertiary,,no,2239,no,cellular,377,90,,1
37,technician,divorced,secondary,,no,79,no,cellular,191,-1,,0
37,unemployed,married,secondary,,no,117,no,cellular,144,-1,,0
44,unknown,single,secondary,,no,2023,no,cellular,67,-1,,0
51,technician,divorced,primary,,no,548,no,unknown,138,-1,,0
59,blue-collar,married,secondary,,no,0,no,telephone,393,-1,,0
31,services,single,secondary,,no,469,no,cellular,111,-1,,0
58,entrepreneur,married,secondary,,no,3,no,unknown,188,-1,,0
65,retired,married,tertiary,,no,162,no,cellular,280,185,,0
56,blue-collar,single,primary,,no,533,no,cellular,166,-1,,0
47,services,married,secondary,,no,518,no,cellular,96,-1,,0
55,management,married,tertiary,,no,0,no,telephone,201,-1,,0
55,admin.,single,secondary,,yes,986,no,cellular,12,-1,,0
39,admin.,married,secondary,,no,150,no,cellular,55,46,,0
36,services,married,primary,,no,795,no,cellular,215,-1,,0
59,housemaid,married,primary,,no,5501,no,unknown,172,-1,,0
46,admin.,married,secondary,,no,126,no,unknown,1255,-1,,1
55,management,married,tertiary,,no,740,no,cellular,57,-1,,0
46,unemployed,divorced,secondary,,yes,22,no,cellular,8,-1,,0
35,self-employed,married,tertiary,,no,506,no,cellular,144,-1,,0
38,entrepreneur,divorced,secondary,,no,36,no,cellular,84,-1,,0
70,retired,married,unknown,,no,647,no,telephone,152,348,,0
43,technician,divorced,secondary,,no,0,no,cellular,332,-1,,0
45,admin.,married,secondary,,no,309,no,cellular,72,-1,,0
56,management,married,tertiary,,no,-1493,no,cellular,119,-1,,0
44,management,single,secondary,,no,13,no,unknown,116,-1,,0
52,admin.,married,secondary,,no,1113,no,cellular,83,-1,,0
28,student,single,unknown,,no,78,no,cellular,554,-1,,0
32,management,married,tertiary,,no,169,no,telephone,698,-1,,1
60,technician,married,secondary,,no,259,no,cellular,396,386,,1
53,management,married,tertiary,,no,8627,no,cellular,66,-1,,0
38,services,married,secondary,,no,1313,no,unknown,33,-1,,0
30,technician,single,secondary,,no,73,no,cellular,43,-1,,0
25,technician,single,secondary,,no,1298,no,cellular,206,94,,0
55,retired,married,primary,,no,3334,no,cellular,632,-1,,1
30,entrepreneur,single,tertiary,,no,999,no,cellular,157,-1,,0
67,management,married,tertiary,,no,405,no,cellular,344,95,,1
29,unknown,single,secondary,,no,923,no,cellular,333,-1,,0
51,admin.,divorced,secondary,,no,390,no,telephone,368,-1,,0
47,management,married,tertiary,,no,1425,no,cellular,113,-1,,0
23,student,single,unknown,,no,2530,no,cellular,411,-1,,1
58,retired,married,secondary,,no,1230,no,cellular,420,87,,1
25,services,single,secondary,,no,281,no,cellular,173,-1,,0
31,management,single,tertiary,,no,38279,no,cellular,225,-1,,0
50,management,single,unknown,,no,1277,no,cellular,63,-1,,0
60,admin.,divorced,secondary,,no,663,no,cellular,385,197,,0
49,management,single,primary,,no,548,no,telephone,115,-1,,0
50,admin.,married,primary,,no,82,no,cellular,101,-1,,0
33,management,single,tertiary,,no,1956,no,telephone,76,-1,,0
57,management,married,tertiary,,no,256,no,cellular,304,91,,1
42,management,married,secondary,,yes,-34,no,cellular,176,-1,,0
28,blue-collar,single,secondary,,no,43,no,unknown,190,-1,,0
35,housemaid,married,primary,,no,8127,no,unknown,315,-1,,0
40,blue-collar,married,primary,,no,48,no,unknown,100,-1,,0
38,blue-collar,divorced,primary,,no,0,no,unknown,133,-1,,0
49,admin.,married,unknown,,no,1101,no,cellular,29,-1,,0
53,management,married,tertiary,,yes,-252,no,cellular,223,-1,,0
41,blue-collar,married,secondary,,no,-190,no,cellular,808,-1,,1
42,admin.,married,secondary,,no,1450,no,cellular,489,174,,0
52,services,married,secondary,,no,961,no,cellular,222,553,,1
53,management,divorced,tertiary,,no,2152,no,cellular,75,-1,,1
31,management,married,tertiary,,no,0,no,unknown,298,-1,,0
60,management,married,secondary,,no,0,no,telephone,280,-1,,0
46,entrepreneur,married,tertiary,,no,9,no,cellular,126,-1,,0
32,housemaid,married,secondary,,no,156,no,cellular,82,-1,,0
59,retired,single,secondary,,no,2,no,telephone,935,-1,,1
36,management,married,tertiary,,no,1434,no,cellular,379,-1,,0
56,retired,married,secondary,,no,1333,no,cellular,17,-1,,0
36,blue-collar,married,secondary,,no,0,no,unknown,332,-1,,0
56,admin.,divorced,primary,,no,0,no,cellular,542,-1,,0
53,self-employed,married,secondary,,no,248,no,cellular,99,126,,0
46,blue-collar,married,tertiary,,no,3745,no,cellular,82,-1,,0
51,technician,married,secondary,,no,176,no,unknown,217,-1,,0
45,admin.,single,secondary,,no,597,no,telephone,73,-1,,0
25,services,single,secondary,,no,93,no,cellular,130,-1,,0
49,management,single,tertiary,,no,7443,no,telephone,293,211,,1
29,blue-collar,single,secondary,,no,202,no,cellular,128,-1,,0
41,management,single,secondary,,no,911,no,cellular,292,-1,,0
51,services,divorced,secondary,,no,234,no,cellular,281,-1,,0
19,student,single,secondary,,no,424,no,cellular,121,195,,0
42,services,divorced,secondary,,no,732,no,cellular,109,-1,,0
47,management,married,tertiary,,no,1057,no,cellular,488,-1,,0
32,technician,single,secondary,,no,82,no,cellular,66,-1,,0
72,retired,married,primary,,no,796,no,cellular,173,-1,,0
46,blue-collar,single,primary,,no,259,no,cellular,652,-1,,0
47,unknown,married,unknown,,no,1728,no,unknown,98,-1,,0
36,self-employed,married,tertiary,,no,943,no,cellular,115,-1,,0
37,technician,single,secondary,,no,980,no,cellular,1306,-1,,1
28,technician,married,secondary,,no,742,no,cellular,236,-1,,1
39,management,married,tertiary,,no,429,no,cellular,80,-1,,0
61,retired,married,primary,,no,421,no,cellular,112,-1,,0
38,technician,single,secondary,,no,260,no,cellular,53,-1,,0
56,blue-collar,married,secondary,,no,58932,no,telephone,339,-1,,0
33,management,married,tertiary,,no,812,no,cellular,396,-1,,0
34,self-employed,single,tertiary,,no,90,no,cellular,84,-1,,0
41,entrepreneur,married,primary,,no,1331,no,telephone,465,-1,,0
34,technician,married,tertiary,,no,116,no,cellular,145,-1,,0
30,technician,single,tertiary,,no,-111,no,unknown,266,-1,,0
53,technician,married,secondary,,no,137,no,unknown,129,-1,,0
50,blue-collar,married,primary,,no,-1,no,cellular,195,-1,,0
28,management,single,tertiary,,no,187,no,cellular,255,93,,1
30,services,married,secondary,,no,1399,no,cellular,168,-1,,0
73,retired,married,primary,,no,154,no,cellular,103,-1,,0
58,housemaid,married,tertiary,,no,2858,no,cellular,56,-1,,0
42,technician,married,secondary,,no,1066,no,cellular,125,104,,0
31,technician,single,secondary,,no,2388,no,cellular,123,-1,,0
37,management,married,secondary,,no,676,no,telephone,217,-1,,0
20,student,single,unknown,,no,479,no,cellular,158,-1,,0
46,technician,married,secondary,,no,3434,no,cellular,148,101,,1
26,blue-collar,single,secondary,,no,658,no,telephone,34,-1,,0
42,technician,single,tertiary,,no,171,no,cellular,143,-1,,0
45,technician,divorced,secondary,,no,3271,no,cellular,388,-1,,0
34,management,single,tertiary,,no,454,no,cellular,76,-1,,0
58,management,married,tertiary,,no,473,no,cellular,1109,262,,1
44,management,married,tertiary,,no,13893,no,unknown,29,-1,,0
32,unemployed,married,tertiary,,no,1,no,cellular,449,-1,,0
36,management,married,tertiary,,no,61,no,cellular,452,-1,,0
32,student,single,unknown,,no,2321,no,cellular,167,-1,,0
32,housemaid,married,primary,,no,727,no,cellular,68,-1,,0
23,student,single,tertiary,,no,508,no,cellular,544,-1,,0
42,admin.,single,secondary,,no,4343,no,cellular,245,-1,,0
28,blue-collar,single,secondary,,no,322,no,telephone,240,95,,1
37,technician,divorced,secondary,,no,1176,no,unknown,282,-1,,0
28,blue-collar,married,secondary,,no,1590,no,cellular,78,-1,,0
29,technician,single,secondary,,no,113,no,cellular,328,183,,1
38,blue-collar,married,primary,,no,6843,no,unknown,89,-1,,0
33,services,married,secondary,,no,114,no,unknown,676,-1,,1
59,management,married,tertiary,,no,7049,no,cellular,530,163,,1
59,admin.,married,secondary,,no,2552,no,cellular,125,-1,,0
49,technician,single,secondary,,no,114,no,cellular,12,-1,,0
49,technician,married,secondary,,no,0,no,cellular,120,-1,,0
57,unemployed,divorced,secondary,,no,2762,no,telephone,100,-1,,0
46,unemployed,married,secondary,,no,926,no,cellular,385,-1,,1
60,retired,divorced,primary,,no,2516,no,telephone,157,-1,,0
56,blue-collar,married,primary,,no,8163,no,cellular,1231,-1,,1
55,retired,divorced,secondary,,no,1580,no,cellular,82,155,,0
63,entrepreneur,married,secondary,,no,3904,no,telephone,360,96,,1
49,technician,married,secondary,,no,10,no,cellular,135,-1,,0
31,management,single,tertiary,,no,33,no,cellular,158,-1,,0
59,retired,married,secondary,,yes,49,no,unknown,602,-1,,0
49,admin.,married,secondary,,no,2,no,cellular,246,-1,,0
41,technician,married,secondary,,no,-215,no,cellular,277,-1,,0
32,management,married,tertiary,,no,5878,no,cellular,159,-1,,0
41,services,married,primary,,no,510,no,unknown,316,-1,,0
36,blue-collar,single,secondary,,no,3623,no,unknown,71,378,,1
27,blue-collar,single,tertiary,,no,567,no,cellular,238,184,,1
29,blue-collar,single,secondary,,no,8079,no,cellular,171,-1,,0
29,services,married,secondary,,no,68,no,unknown,119,-1,,0
56,technician,married,tertiary,,no,1181,no,cellular,186,433,,1
61,retired,married,secondary,,no,1058,no,cellular,218,91,,1
36,technician,married,secondary,,no,295,no,cellular,129,-1,,0
44,housemaid,married,primary,,no,0,no,cellular,174,-1,,0
45,self-employed,married,secondary,,no,0,no,cellular,249,-1,,0
39,technician,single,tertiary,,no,0,no,cellular,121,-1,,0
54,entrepreneur,married,secondary,,no,0,no,cellular,209,-1,,0
53,management,married,tertiary,,no,146,no,unknown,150,-1,,0
37,unemployed,single,secondary,,no,443,no,cellular,1600,-1,,1
44,technician,married,secondary,,no,366,no,cellular,212,-1,,0
37,entrepreneur,married,tertiary,,no,7944,no,cellular,102,-1,,0
40,admin.,single,secondary,,no,50,no,cellular,837,-1,,1
36,management,divorced,tertiary,,no,1057,no,cellular,230,164,,1
29,services,married,secondary,,no,3220,no,cellular,172,-1,,0
23,student,single,secondary,,no,794,no,cellular,607,171,,1
50,self-employed,married,secondary,,no,306,no,unknown,37,-1,,0
55,technician,divorced,secondary,,no,3450,no,cellular,169,183,,1
69,retired,married,primary,,no,2398,no,cellular,161,186,,0
60,blue-collar,married,primary,,no,241,no,unknown,100,-1,,0
36,blue-collar,married,unknown,,no,444,no,cellular,139,279,,0
59,management,married,tertiary,,no,1585,no,telephone,91,-1,,0
45,blue-collar,married,primary,,no,121,no,cellular,93,-1,,0
28,blue-collar,single,primary,,no,150,no,cellular,112,-1,,0
32,technician,married,tertiary,,no,2688,no,cellular,216,57,,1
44,blue-collar,married,secondary,,no,268,no,cellular,127,-1,,0
35,technician,single,secondary,,no,183,no,cellular,516,130,,0
26,technician,single,secondary,,no,3382,no,cellular,844,-1,,0
55,management,married,unknown,,no,3122,no,cellular,349,-1,,1
30,technician,married,secondary,,no,394,no,cellular,216,-1,,0
59,retired,married,secondary,,no,2126,no,cellular,359,343,,0
39,admin.,married,secondary,,no,-288,no,unknown,151,-1,,0
57,blue-collar,married,secondary,,no,1404,no,cellular,119,-1,,0
36,blue-collar,single,secondary,,no,0,no,unknown,238,-1,,0
33,self-employed,married,tertiary,,no,215,no,cellular,286,-1,,0
49,retired,single,primary,,no,25824,no,unknown,94,-1,,0
60,retired,divorced,secondary,,no,1091,no,cellular,441,-1,,1
47,housemaid,single,primary,,no,46,no,cellular,371,-1,,0
34,technician,single,secondary,,no,1974,no,cellular,603,-1,,0
60,retired,married,unknown,,no,209,no,cellular,472,-1,,0
26,admin.,single,secondary,,no,609,no,telephone,112,-1,,0
30,management,single,tertiary,,no,119,no,cellular,430,-1,,0
27,unemployed,married,secondary,,no,1228,no,cellular,77,-1,,0
39,management,married,tertiary,,no,3590,no,cellular,198,-1,,0
72,retired,single,unknown,,no,588,no,cellular,66,-1,,0
36,admin.,single,tertiary,,no,2622,no,cellular,640,127,,0
53,self-employed,married,tertiary,,no,2013,no,cellular,268,-1,,0
45,technician,single,secondary,,no,586,no,cellular,32,-1,,0
45,housemaid,married,primary,,no,938,no,unknown,103,-1,,0
34,management,single,tertiary,,no,681,no,cellular,637,-1,,1
55,management,divorced,tertiary,,no,29484,no,cellular,151,-1,,0
34,technician,married,secondary,,no,1194,no,cellular,219,-1,,0
49,services,married,secondary,,no,1114,no,cellular,283,-1,,0
28,student,single,secondary,,no,2015,no,cellular,110,182,,0
50,self-employed,married,secondary,,no,3025,no,cellular,168,-1,,0
50,technician,married,secondary,,no,3370,no,cellular,160,-1,,1
37,blue-collar,married,secondary,,no,1053,no,unknown,405,-1,,0
37,management,divorced,tertiary,,yes,26,no,cellular,22,-1,,0
38,technician,single,secondary,,no,294,no,cellular,172,-1,,0
48,technician,married,secondary,,no,5,no,unknown,65,-1,,0
38,technician,single,tertiary,,no,11,no,unknown,78,-1,,0
41,services,single,secondary,,no,0,no,unknown,204,-1,,0
55,housemaid,divorced,unknown,,no,3068,no,cellular,44,-1,,0
46,technician,divorced,secondary,,yes,-11,no,cellular,139,-1,,0
49,blue-collar,single,primary,,no,48,no,cellular,433,-1,,0
48,admin.,married,secondary,,no,-160,no,cellular,84,-1,,0
50,retired,married,primary,,no,14,no,telephone,83,-1,,0
41,technician,single,tertiary,,no,1104,no,unknown,352,-1,,0
48,blue-collar,married,secondary,,no,-19,no,unknown,270,-1,,0
33,technician,married,unknown,,no,1450,no,cellular,81,-1,,0
46,services,married,primary,,no,599,no,cellular,257,-1,,0
49,retired,married,secondary,,no,8648,no,cellular,527,-1,,0
28,technician,single,secondary,,no,6551,no,cellular,97,-1,,0
71,retired,married,unknown,,no,1741,no,cellular,177,-1,,0
57,services,divorced,primary,,no,818,no,cellular,208,-1,,0
59,housemaid,married,secondary,,no,0,no,telephone,153,-1,,0
55,services,married,secondary,,no,752,no,unknown,204,-1,,0
74,retired,married,unknown,,no,7819,no,cellular,165,-1,,0
30,services,married,secondary,,no,5,no,cellular,829,-1,,1
51,retired,married,primary,,no,1495,no,telephone,1946,-1,,1
33,management,married,tertiary,,no,0,no,cellular,624,-1,,0
34,technician,married,secondary,,no,2959,no,cellular,413,-1,,0
37,management,single,tertiary,,no,240,no,unknown,1123,-1,,1
51,blue-collar,married,secondary,,no,502,no,unknown,93,-1,,0
37,admin.,single,secondary,,no,-117,no,cellular,106,-1,,0
35,self-employed,single,tertiary,,no,71,no,cellular,651,-1,,1
45,management,single,secondary,,no,142,no,cellular,99,-1,,0
33,management,single,tertiary,,no,0,no,cellular,59,-1,,0
45,management,married,tertiary,,no,1529,no,cellular,160,-1,,0
41,technician,married,secondary,,no,593,no,cellular,95,-1,,0
39,management,married,tertiary,,no,1836,no,cellular,902,-1,,1
26,technician,single,secondary,,no,68,no,cellular,141,-1,,0
35,blue-collar,married,secondary,,no,3595,no,unknown,30,-1,,0
44,technician,divorced,secondary,,no,181,no,unknown,302,-1,,0
50,services,married,secondary,,no,1595,no,unknown,882,-1,,1
87,retired,married,secondary,,no,433,no,telephone,150,-1,,0
30,management,single,tertiary,,no,1673,no,cellular,200,-1,,0
45,unknown,married,primary,,no,44,no,unknown,81,-1,,0
38,technician,married,secondary,,no,-104,no,cellular,13,-1,,0
63,retired,divorced,secondary,,no,4833,no,cellular,415,-1,,0
46,services,married,secondary,,no,250,no,cellular,166,-1,,0
38,blue-collar,married,secondary,,no,1116,no,unknown,80,-1,,0
51,services,married,secondary,,no,122,no,cellular,499,-1,,0
38,management,married,tertiary,,no,276,no,cellular,322,-1,,0
34,management,married,tertiary,,no,76,no,unknown,335,-1,,0
34,blue-collar,married,unknown,,no,-465,no,unknown,127,-1,,0
50,technician,divorced,secondary,,no,8016,no,cellular,903,-1,,0
33,self-employed,married,tertiary,,no,277,no,cellular,57,-1,,0
39,management,married,tertiary,,no,246,no,cellular,86,-1,,0
45,management,married,secondary,,no,1134,no,cellular,102,-1,,0
40,unemployed,married,secondary,,no,1289,no,cellular,260,-1,,0
56,blue-collar,married,primary,,no,1214,no,cellular,105,-1,,0
21,student,single,secondary,,no,948,no,telephone,77,-1,,0
36,technician,married,secondary,,no,2394,no,cellular,184,-1,,0
34,admin.,divorced,secondary,,no,145,no,cellular,183,-1,,0
33,management,married,tertiary,,no,741,no,cellular,283,260,,0
62,management,married,tertiary,,no,0,no,cellular,113,182,,0
56,management,married,secondary,,no,819,no,unknown,55,-1,,0
30,management,married,tertiary,,no,1239,no,cellular,125,-1,,0
26,blue-collar,single,primary,,no,941,no,cellular,1165,-1,,1
57,retired,married,secondary,,no,1794,no,unknown,13,-1,,0
30,management,single,tertiary,,no,334,no,cellular,144,-1,,0
49,blue-collar,married,primary,,no,3,no,cellular,1439,-1,,1
45,blue-collar,married,primary,,no,1192,no,cellular,260,-1,,0
47,technician,married,tertiary,,no,213,no,cellular,154,-1,,0
57,unemployed,married,primary,,no,3367,no,telephone,126,-1,,0
57,retired,married,unknown,,no,230,no,cellular,177,210,,1
47,self-employed,married,tertiary,,no,1917,no,unknown,39,-1,,0
24,student,single,primary,,no,474,no,cellular,249,104,,0
41,management,divorced,tertiary,,no,1757,no,cellular,515,-1,,0
22,student,single,secondary,,no,2488,no,cellular,449,38,,1
31,management,single,tertiary,,no,424,no,cellular,224,-1,,0
38,management,married,secondary,,no,341,no,cellular,136,346,,0
27,self-employed,single,tertiary,,no,1393,no,cellular,382,271,,0
46,blue-collar,married,secondary,,no,781,no,unknown,152,-1,,0
31,technician,married,secondary,,no,450,no,cellular,111,129,,0
53,management,married,primary,,no,-139,no,cellular,328,-1,,0
60,blue-collar,married,secondary,,no,721,no,cellular,160,-1,,0
25,student,single,tertiary,,no,-113,no,cellular,300,-1,,0
25,student,single,tertiary,,no,1189,no,cellular,110,183,,0
56,blue-collar,married,primary,,no,0,no,unknown,291,-1,,0
59,management,married,secondary,,no,4412,no,cellular,162,-1,,1
60,retired,single,secondary,,no,-330,no,cellular,69,-1,,0
39,blue-collar,married,primary,,no,1046,no,unknown,112,-1,,0
52,services,married,secondary,,no,659,no,cellular,113,-1,,1
46,management,single,tertiary,,yes,-344,no,cellular,142,-1,,0
44,blue-collar,married,secondary,,no,233,no,cellular,150,-1,,0
29,unemployed,single,tertiary,,no,111,no,cellular,98,-1,,0
37,management,married,tertiary,,no,142,no,unknown,553,-1,,0
55,housemaid,divorced,tertiary,,no,1241,no,cellular,48,154,,0
27,blue-collar,single,tertiary,,no,567,no,cellular,523,182,,1
50,admin.,married,secondary,,no,-221,no,unknown,90,-1,,0
49,unemployed,married,secondary,,no,13818,no,cellular,201,113,,0
59,admin.,married,secondary,,no,2145,no,telephone,273,-1,,0
39,blue-collar,married,tertiary,,no,597,no,cellular,686,-1,,1
34,admin.,married,secondary,,no,1651,no,cellular,246,-1,,0
33,technician,single,secondary,,no,671,no,cellular,45,-1,,0
55,admin.,married,unknown,,no,98,no,cellular,214,-1,,0
42,management,married,secondary,,no,1079,no,cellular,117,-1,,0
52,admin.,divorced,unknown,,no,0,no,cellular,168,-1,,0
43,services,married,secondary,,no,2126,no,cellular,92,-1,,0
31,services,divorced,unknown,,no,0,no,cellular,138,-1,,0
59,retired,married,primary,,yes,-1,no,cellular,229,-1,,0
33,services,single,secondary,,no,3269,no,cellular,381,126,,0
54,retired,married,primary,,no,-58,no,cellular,143,-1,,0
27,blue-collar,single,secondary,,no,77,no,cellular,497,-1,,0
38,management,single,tertiary,,no,1704,no,cellular,222,-1,,0
31,student,single,secondary,,no,3511,no,cellular,311,96,,1
48,unemployed,married,primary,,no,1296,no,cellular,119,-1,,0
41,management,single,tertiary,,no,6116,no,cellular,97,-1,,0
42,blue-collar,single,secondary,,no,24,no,unknown,229,-1,,0
33,housemaid,married,tertiary,,no,0,no,cellular,466,-1,,0
59,management,married,secondary,,no,42,no,cellular,40,-1,,0
34,management,married,tertiary,,no,589,no,cellular,300,44,,1
44,management,divorced,tertiary,,no,0,no,unknown,373,-1,,0
28,services,single,secondary,,no,0,no,cellular,452,-1,,0
30,services,single,tertiary,,no,1,no,cellular,66,-1,,0
35,technician,single,tertiary,,no,3552,no,cellular,267,-1,,0
55,retired,divorced,secondary,,no,138,no,cellular,205,-1,,0
39,technician,married,secondary,,no,3663,no,cellular,230,-1,,0
35,unemployed,married,secondary,,no,759,no,cellular,556,-1,,0
63,retired,married,secondary,,no,588,no,cellular,143,-1,,0
50,management,married,tertiary,,no,4,no,cellular,223,96,,0
44,management,single,secondary,,no,813,no,cellular,358,-1,,0
61,management,married,tertiary,,no,997,no,cellular,106,-1,,1
56,management,divorced,tertiary,,no,321,no,cellular,49,-1,,0
49,self-employed,married,tertiary,,no,8142,no,telephone,500,-1,,0
76,retired,divorced,primary,,no,86,no,cellular,192,-1,,0
53,management,married,tertiary,,no,2578,no,cellular,299,107,,0
30,technician,married,secondary,,no,384,no,cellular,73,-1,,0
29,housemaid,married,primary,,no,417,no,cellular,108,-1,,0
28,technician,single,secondary,,no,126,no,cellular,229,-1,,0
